developing_country	n	d000.s014.t002
step	v	x
up	x	x
and	x	x
take	v	x
action	n	d000.s014.t003
,	x	x
say	v	x
stern	n	x
,	x	x
who	x	x
also	r	x
complain	v	x
that	x	x
the	x	x
text	n	d000.s014.t004
do	v	x
not	r	x
do	v	x
enough	r	x
to	x	x
make	v	x
sure	a	x
the	x	x
cut	n	d000.s014.t005
could	v	x
be	v	x
verify	v	x
by	x	x
outside	a	x
observer	n	d000.s014.t006
.	x	x
<eos>	x	x
stern	n	x
make	v	x
he	x	x
comment	n	d000.s015.t000
a	x	x
hour	n	d000.s015.t001
after	x	x
chinese	a	x
vice	n	x
foreign_minister	n	d000.s015.t002
he	x	x
yafeus	n	x
say	v	x
america	n	d000.s015.t003
's	x	x
top	a	x
climate	n	d000.s015.t004
negotiator	n	d000.s015.t005
be	v	x
either	x	x
lack	v	x
``	x	x
common_sense	n	d000.s015.t006
''	x	x
or	x	x
be	v	x
``	x	x
extremely	r	x
irresponsible	a	x
''	x	x
for	x	x
say	v	x
earlier	r	x
in	x	x
the	x	x
week	n	d000.s015.t007
that	x	x
the	x	x
united_states	n	d000.s015.t008
would	v	x
not	r	x
help	v	x
china	n	d000.s015.t009
financially	r	x
to	x	x
cope	v	x
with	x	x
global_warming	n	d000.s015.t010
.	x	x
<eos>	x	x
with	x	x
the	x	x
future	a	x
economic	a	x
trajectory	n	d000.s016.t000
of	x	x
the	x	x
world	n	d000.s016.t001
's	x	x
major_power	n	d000.s016.t002
at	x	x
stake	n	x
,	x	x
fault_line	n	d000.s016.t003
have	v	x
erupt	v	x
both	x	x
within	x	x
the	x	x
develop	v	x
world	n	x
and	x	x
between	x	x
the	x	x
industrial	a	x
world	n	x
and	x	x
emerge	v	x
economy	n	x
.	x	x
<eos>	x	x
the	x	x
current	a	x
battle	n	d000.s017.t000
be	v	x
as	r	x
much	a	x
about	x	x
save	v	x
individual	a	x
economy	n	d000.s017.t001
as	x	x
save	v	x
the	x	x
planet	n	d000.s017.t002
,	x	x
with	x	x
china	n	d000.s017.t003
and	x	x
united_states	n	d000.s017.t004
feud	v	x
over	x	x
they	x	x
respective	a	x
obligation	n	d000.s017.t005
while	x	x
poorer	a	x
nation	n	d000.s017.t006
insist	v	x
that	x	x
the	x	x
world	n	d000.s017.t007
's	x	x
two_dozen	n	d000.s017.t008
most	r	x
influential	a	x
country	n	d000.s017.t009
be	v	x
ignore	v	x
the	x	x
scientific	a	x
imperative	n	d000.s017.t010
to	x	x
take	v	x
bolder	a	x
action	n	d000.s017.t011
.	x	x
<eos>	x	x
ricardo	n	x
ulate	n	x
,	x	x
a	x	x
costa	a	x
rican	a	x
delegate	n	d000.s018.t000
,	x	x
say	v	x
it	x	x
'	v	x
not	r	x
surprising	a	x
that	x	x
the	x	x
major_power	n	d000.s018.t001
be	v	x
fight	v	x
over	x	x
who	x	x
should	v	x
bear	v	x
the	x	x
cost	n	d000.s018.t002
for	x	x
curb	v	x
greenhouse_gas	n	d000.s018.t003
,	x	x
even	r	x
as	x	x
vulnerable	a	x
country	n	d000.s018.t004
have	v	x
become	v	x
more	r	x
aggressive	a	x
in	x	x
seek	v	x
to	x	x
hold	v	x
the	x	x
big	a	x
emitter	n	x
accountable	a	x
for	x	x
they	x	x
action	n	d000.s018.t005
.	x	x
<eos>	x	x
this	x	x
be	v	x
clearly	r	x
a	x	x
game	n	d000.s019.t000
where	r	x
a	x	x
new	a	x
economic	a	x
hegemony	n	d000.s019.t001
be	v	x
be	v	x
develop	v	x
,	x	x
say	v	x
ulate	n	x
,	x	x
who	x	x
also	r	x
serve	v	x
as	x	x
the	x	x
regional	a	x
mexico	n	d000.s019.t002
and	x	x
central_america	n	d000.s019.t003
climate_change	n	d000.s019.t004
adviser	n	d000.s019.t005
for	x	x
conservation	n	x
international	n	x
.	x	x
<eos>	x	x
some	x	x
of	x	x
the	x	x
country	n	d000.s020.t000
most	r	x
vulnerable	a	x
to	x	x
the	x	x
impact	n	d000.s020.t001
of	x	x
climate_change	n	d000.s020.t002
indicate	v	x
they	x	x
would	v	x
continue	v	x
to	x	x
push	v	x
for	x	x
a	x	x
legally	r	x
bind	v	x
treaty	n	d000.s020.t003
in	x	x
copenhagen	n	d000.s020.t004
,	x	x
although	x	x
most	a	x
of	x	x
the	x	x
major	a	x
participant	n	d000.s020.t005
say	v	x
the	x	x
talk	n	d000.s020.t006
will	v	x
produce	v	x
a	x	x
political	a	x
deal	n	d000.s020.t007
at	x	x
best	a	x
.	x	x
<eos>	x	x
the	x	x
alliance	n	x
of	x	x
small	n	x
island	n	x
state	n	x
,	x	x
which	x	x
have	v	x
43	x	x
member	n	d000.s021.t000
,	x	x
produce	v	x
a	x	x
24-page	a	x
draft	n	d000.s021.t001
treaty	n	d000.s021.t002
proposal	n	d000.s021.t003
early	a	x
friday	n	d000.s021.t004
morning	n	d000.s021.t005
.	x	x
<eos>	x	x
artur	n	x
runge-metzger	n	x
,	x	x
who	x	x
head	v	x
international	a	x
climate	n	d000.s022.t000
negotiation	n	d000.s022.t001
on	x	x
behalf	n	d000.s022.t002
of	x	x
the	x	x
european	n	x
commission	n	x
,	x	x
say	v	x
the	x	x
push	n	d000.s022.t003
by	x	x
small	a	x
island	n	x
nation	n	x
have	v	x
``	x	x
put	v	x
political	a	x
pressure	n	d000.s022.t004
on	x	x
the	x	x
entire	a	x
political	a	x
process	n	d000.s022.t005
,	x	x
''	x	x
in	x	x
part	n	x
because	x	x
they	x	x
be	v	x
now	r	x
unify	v	x
and	x	x
demand	v	x
action	n	d000.s022.t006
from	x	x
emerge	v	x
economy	n	x
such	a	x
as	x	x
china	n	d000.s022.t007
and	x	x
india	n	d000.s022.t008
.	x	x
<eos>	x	x
the	x	x
talk	n	d000.s023.t000
take	v	x
on	x	x
new	a	x
urgency	n	d000.s023.t001
as	x	x
delegate	n	d000.s023.t002
focus	v	x
on	x	x
the	x	x
fact	n	d000.s023.t003
that	x	x
they	x	x
must	v	x
resolve	v	x
most	a	x
of	x	x
the	x	x
outstanding	a	x
issue	n	d000.s023.t004
before	x	x
the	x	x
head	n	x
of	x	x
government	n	x
arrive	v	x
to	x	x
strike	v	x
a	x	x
deal	n	d000.s023.t005
.	x	x
<eos>	x	x
high-level	a	x
official	n	d000.s024.t000
such	a	x
as	x	x
indian	a	x
environment	n	x
minister	n	x
jairam	n	x
ramesh	n	x
and	x	x
the	x	x
chinese	a	x
vice	n	x
minister	n	d000.s024.t001
step	v	x
off	x	x
plane	n	d000.s024.t002
and	x	x
race	v	x
through	x	x
the	x	x
bellum	n	x
center	n	x
's	x	x
hall	n	d000.s024.t003
to	x	x
closed-door	a	x
meeting	n	d000.s024.t004
and	x	x
news_conference	n	d000.s024.t005
so	x	x
they	x	x
could	v	x
stake	v	x
out	x	x
claim	n	d000.s024.t006
that	x	x
will	v	x
be	v	x
arbitrate	v	x
over	x	x
the	x	x
next	a	x
week	n	d000.s024.t007
.	x	x
<eos>	x	x
the	x	x
sheer	a	x
sprawl	n	x
of	x	x
the	x	x
gathering	n	d000.s025.t000
--	x	x
where	r	x
13,000	x	x
people	n	d000.s025.t001
move	v	x
in	x	x
and	x	x
out	x	x
of	x	x
the	x	x
convention	n	x
center	n	x
each	x	x
day	n	d000.s025.t002
,	x	x
guitar-playing	a	x
activist	n	d000.s025.t003
put	v	x
on	x	x
nightly	a	x
show	n	d000.s025.t004
mock	v	x
the	x	x
country	n	d000.s025.t005
they	x	x
think	v	x
be	v	x
sell	v	x
out	x	x
,	x	x
and	x	x
draft	n	d000.s025.t006
proposal	n	d000.s025.t007
be	v	x
pass	v	x
hand-to-hand	a	x
on	x	x
paper	n	d000.s025.t008
rather	r	x
than	x	x
via	x	x
e-mail	n	d000.s025.t009
--	x	x
pose	v	x
a	x	x
challenge	n	d000.s025.t010
.	x	x
<eos>	x	x
the	x	x
intensity	n	d000.s026.t000
be	v	x
only	r	x
build	v	x
:	x	x
nearly	r	x
all	x	x
of	x	x
the	x	x
key	a	x
minister	n	d000.s026.t001
be	v	x
now	r	x
here	r	x
,	x	x
and	x	x
as	r	x
early	r	x
as	x	x
wednesday	n	d000.s026.t002
60	x	x
head	n	x
of	x	x
government	n	x
will	v	x
be	v	x
in	x	x
copenhagen	n	d000.s026.t003
.	x	x
<eos>	x	x
we	x	x
be	v	x
get	v	x
into	x	x
the	x	x
big_league	n	d000.s027.t000
,	x	x
say	v	x
carlo	n	x
manuel	n	x
rodriguez	n	x
,	x	x
vice_president	n	d000.s027.t001
for	x	x
global	a	x
policy	n	d000.s027.t002
at	x	x
conservation	n	x
international	n	x
.	x	x
<eos>	x	x
the	x	x
heavyweight	n	d000.s028.t000
be	v	x
come	v	x
.	x	x
<eos>	x	x
baskonium	n	x
give	v	x
away	r	x
a	x	x
victory	n	d001.s000.t000
in	x	x
israel	n	d001.s000.t001
<eos>	x	x
caja	n	x
laboral	n	x
achieve	v	x
a	x	x
stunning	a	x
82-91	x	x
victory	n	d001.s001.t000
on	x	x
they	x	x
visit	n	d001.s001.t001
to	x	x
the	x	x
maccabee	n	x
electra	n	x
court	n	x
despite	x	x
dusko	n	x
ivanovic	n	x
's	x	x
team	n	d001.s001.t002
's	x	x
heavy	a	x
loss	n	d001.s001.t003
,	x	x
and	x	x
after	x	x
the	x	x
great	a	x
performance	n	d001.s001.t004
by	x	x
mizra	n	x
teltovic	n	x
,	x	x
who	x	x
be	v	x
the	x	x
best	a	x
on	x	x
he	x	x
team	n	d001.s001.t005
with	x	x
eight	x	x
three-pointer	n	x
score	v	x
(	x	x
29	x	x
point	n	d001.s001.t006
)	x	x
,	x	x
they	x	x
now	r	x
at	x	x
the	x	x
top	n	d001.s001.t007
of	x	x
they	x	x
group	n	d001.s001.t008
.	x	x
<eos>	x	x
the	x	x
vitorian	a	x
team	n	d001.s002.t000
know	v	x
to	x	x
make	v	x
up	x	x
for	x	x
the	x	x
significant	a	x
absence	n	d001.s002.t001
of	x	x
herrmann	n	x
,	x	x
oleson	n	x
,	x	x
huerta	n	x
and	x	x
micov	n	x
with	x	x
a	x	x
big	a	x
dose	n	x
of	x	x
involvement	n	d001.s002.t002
and	x	x
teamwork	n	d001.s002.t003
,	x	x
even	r	x
though	x	x
it	x	x
have	v	x
to	x	x
hold	v	x
out	x	x
until	x	x
the	x	x
end	n	d001.s002.t004
to	x	x
take	v	x
the	x	x
victory	n	d001.s002.t005
.	x	x
<eos>	x	x
additionally	r	x
,	x	x
they	x	x
huge	a	x
success	n	d001.s003.t000
from	x	x
the	x	x
sideline	n	d001.s003.t001
,	x	x
with	x	x
16	x	x
three	x	x
pointer	n	x
score	v	x
,	x	x
have	v	x
a	x	x
lot	n	d001.s003.t002
to	x	x
do	v	x
with	x	x
the	x	x
final	a	x
triumph	n	d001.s003.t003
.	x	x
<eos>	x	x
the	x	x
game	n	d001.s004.t000
start	v	x
out	x	x
in	x	x
favor	n	d001.s004.t001
of	x	x
the	x	x
azulgrana	n	x
,	x	x
who	x	x
put	v	x
themselves	x	x
ahead	r	x
on	x	x
the	x	x
scoreboard	n	d001.s004.t002
from	x	x
the	x	x
start	n	d001.s004.t003
.	x	x
<eos>	x	x
as	x	x
vitora	n	x
's	x	x
first	a	x
four	x	x
basket	n	d001.s005.t000
be	v	x
from	x	x
the	x	x
perimeter	n	d001.s005.t001
,	x	x
the	x	x
speculation	n	d001.s005.t002
be	v	x
already	r	x
that	x	x
they	x	x
have	v	x
jump	v	x
into	x	x
the	x	x
israeli	a	x
net	n	d001.s005.t003
with	x	x
hot	a	x
wrist	n	d001.s005.t004
.	x	x
<eos>	x	x
english	n	x
and	x	x
teletovic	n	x
be	v	x
the	x	x
main	a	x
scorer	n	d001.s006.t000
of	x	x
the	x	x
18-20	x	x
at	x	x
the	x	x
end	n	d001.s006.t001
of	x	x
the	x	x
first_period	n	d001.s006.t002
.	x	x
<eos>	x	x
the	x	x
second	a	x
quarter	n	d001.s007.t000
be	v	x
more	a	x
of	x	x
the	x	x
same	a	x
,	x	x
but	x	x
the	x	x
alavan	n	x
team	n	d001.s007.t001
opt	v	x
for	x	x
the	x	x
inside	a	x
game	n	d001.s007.t002
of	x	x
barac	n	x
and	x	x
the	x	x
work	n	d001.s007.t003
of	x	x
eliyahu	n	x
,	x	x
who	x	x
be	v	x
greet	v	x
with	x	x
whistle	n	d001.s007.t004
and	x	x
applause	n	d001.s007.t005
at	x	x
he	x	x
return	n	d001.s007.t006
home	n	d001.s007.t007
,	x	x
to	x	x
continue	v	x
increase	v	x
they	x	x
lead	n	d001.s007.t008
by	x	x
half-time	n	x
(	x	x
34-43	x	x
)	x	x
.	x	x
<eos>	x	x
teletovic	n	x
have	v	x
already	r	x
begin	v	x
to	x	x
stand	v	x
out	x	x
as	x	x
the	x	x
best	a	x
on	x	x
he	x	x
team	n	d001.s008.t000
with	x	x
13	x	x
point	n	d001.s008.t001
,	x	x
even	r	x
though	x	x
splitter	n	x
's	x	x
``	x	x
six	x	x
fewer	a	x
''	x	x
point	n	d001.s008.t002
already	r	x
signal	v	x
that	x	x
it	x	x
be	v	x
n't	r	x
go	v	x
to	x	x
be	v	x
the	x	x
best	a	x
night	n	d001.s008.t003
for	x	x
the	x	x
brazilian	a	x
.	x	x
<eos>	x	x
but	x	x
the	x	x
game	n	d001.s009.t000
,	x	x
despite	x	x
be	v	x
head	v	x
for	x	x
halftime	n	d001.s009.t001
,	x	x
be	v	x
not	r	x
more	a	x
decidedand	n	x
the	x	x
maccabee	n	x
try	v	x
to	x	x
remind	v	x
the	x	x
vitorian	n	x
that	x	x
not	r	x
just	r	x
anybody	n	x
win	v	x
on	x	x
they	x	x
court	n	x
,	x	x
and	x	x
with	x	x
the	x	x
`	x	x
hand	n	d001.s009.t002
of	x	x
elia	n	x
'	x	x
put	v	x
the	x	x
pressure	n	d001.s009.t003
on	x	x
,	x	x
they	x	x
manage	v	x
to	x	x
get	v	x
involve	v	x
in	x	x
the	x	x
game	n	d001.s009.t004
.	x	x
<eos>	x	x
eidson	n	x
and	x	x
pninus	n	x
play	v	x
a	x	x
decisive	a	x
role	n	d001.s010.t000
in	x	x
the	x	x
``	x	x
yellow	n	x
'	x	x
''	x	x
return	n	d001.s010.t001
to	x	x
the	x	x
light	n	d001.s010.t002
.	x	x
<eos>	x	x
more	a	x
disadvantage	n	d001.s011.t000
<eos>	x	x
ivanovic	n	x
's	x	x
player	n	d001.s012.t000
,	x	x
injured	a	x
but	x	x
far	r	x
from	x	x
dead	a	x
,	x	x
need	v	x
to	x	x
run	v	x
a	x	x
couple	n	d001.s012.t001
of	x	x
play	n	d001.s012.t002
correctly	r	x
before	x	x
they	x	x
could	v	x
breathe	v	x
,	x	x
and	x	x
that	x	x
'	v	x
when	r	x
the	x	x
machine	n	x
gun	n	x
marza	n	x
teletovic	n	x
arrive	v	x
,	x	x
with	x	x
three	x	x
almost	r	x
consecutive	a	x
three-pointer	n	x
and	x	x
the	x	x
help	n	d001.s012.t003
of	x	x
english	n	x
and	x	x
riba	n	x
,	x	x
he	x	x
bring	v	x
the	x	x
scoreboard	n	d001.s012.t004
back	r	x
to	x	x
a	x	x
reassuring	a	x
lead	n	d001.s012.t005
(	x	x
54-67	x	x
)	x	x
,	x	x
which	x	x
the	x	x
home	n	x
team	n	d001.s012.t006
manage	v	x
to	x	x
narrow	v	x
down	x	x
at	x	x
the	x	x
end	n	d001.s012.t007
of	x	x
the	x	x
third	a	x
quarter	n	d001.s012.t008
(	x	x
57-67	x	x
)	x	x
.	x	x
<eos>	x	x
the	x	x
alava	n	x
work	v	x
themselves	x	x
to	x	x
the	x	x
bone	n	x
in	x	x
the	x	x
last	a	x
period	n	d001.s013.t000
,	x	x
and	x	x
english	n	x
and	x	x
san	n	x
emeterio	n	x
(	x	x
65-75	n	x
)	x	x
have	v	x
already	r	x
make	v	x
it	x	x
clear	a	x
that	x	x
they	x	x
be	v	x
not	r	x
go	v	x
to	x	x
let	v	x
anyone	n	x
take	v	x
away	x	x
what	x	x
they	x	x
have	v	x
earn	v	x
during	x	x
the	x	x
first	a	x
thirty	x	x
minute	n	d001.s013.t001
.	x	x
<eos>	x	x
however	r	x
,	x	x
pninus	n	x
and	x	x
eidson	n	x
,	x	x
the	x	x
best	a	x
on	x	x
they	x	x
team	n	d001.s014.t000
,	x	x
do	v	x
not	r	x
give	v	x
up	x	x
and	x	x
try	v	x
to	x	x
keep	v	x
they	x	x
team	n	d001.s014.t001
alive	a	x
from	x	x
the	x	x
three-point	a	x
line	n	d001.s014.t002
(	x	x
70-77	x	x
)	x	x
.	x	x
<eos>	x	x
in	x	x
spite	n	d001.s015.t000
of	x	x
this	x	x
,	x	x
and	x	x
with	x	x
splitter	n	x
foul	v	x
out	x	x
,	x	x
ivonic	n	x
's	x	x
team	n	d001.s015.t001
do	v	x
n't	r	x
rush	v	x
,	x	x
defend	v	x
well	r	x
,	x	x
and	x	x
,	x	x
even	r	x
though	x	x
the	x	x
israeli	n	x
come	v	x
close	a	x
at	x	x
the	x	x
last_minute	n	d001.s015.t002
,	x	x
the	x	x
game	n	d001.s015.t003
be	v	x
already	r	x
win	v	x
and	x	x
victory	n	d001.s015.t004
escape	v	x
tel	n	x
aviv	n	x
for	x	x
the	x	x
first	a	x
time	n	d001.s015.t005
in	x	x
the	x	x
season	n	d001.s015.t006
.	x	x
<eos>	x	x
wall_street	n	d002.s000.t000
close	v	x
without	x	x
momentum	n	d002.s000.t001
,	x	x
slow	v	x
by	x	x
a	x	x
strengthening	a	x
dollar	n	d002.s000.t002
<eos>	x	x
the	x	x
new_york_stock_exchange	n	d002.s001.t000
close	v	x
with	x	x
no	x	x
particular	a	x
heading	n	d002.s001.t001
on	x	x
friday	n	d002.s001.t002
,	x	x
in	x	x
a	x	x
market	n	d002.s001.t003
tear	v	x
between	x	x
better	r	x
than	x	x
expect	v	x
indicator	n	d002.s001.t004
in	x	x
the	x	x
united_states	n	d002.s001.t005
and	x	x
a	x	x
strengthening	a	x
dollar	n	d002.s001.t006
:	x	x
the	x	x
dow_jones	n	d002.s001.t007
gain	v	x
0.63	x	x
%	x	x
but	x	x
the	x	x
nasdaq	n	d002.s001.t008
drop	v	x
0.03	x	x
%	x	x
.	x	x
<eos>	x	x
accord	v	x
to	x	x
final	a	x
closing	n	d002.s002.t000
figure	n	d002.s002.t001
,	x	x
the	x	x
dow	n	x
jone	n	x
industrial	n	x
average	n	x
have	v	x
rise	v	x
by	x	x
65.67	x	x
point	n	d002.s002.t002
to	x	x
10	x	x
471.50	x	x
point	n	d002.s002.t003
,	x	x
whereas	x	x
the	x	x
nasdaq	n	d002.s002.t004
,	x	x
with	x	x
a	x	x
technology	n	d002.s002.t005
predominance	n	d002.s002.t006
,	x	x
fall	v	x
by	x	x
0.55	x	x
point	n	d002.s002.t007
to	x	x
2	x	x
190.31	x	x
point	n	d002.s002.t008
.	x	x
<eos>	x	x
the	x	x
wider	a	x
standard	n	x
&amp;	n	x
poor	n	x
's	x	x
500	x	x
have	v	x
itself	x	x
advance	v	x
by	x	x
0.37	x	x
%	x	x
(	x	x
4.06	x	x
point	n	d002.s003.t000
)	x	x
to	x	x
1	x	x
106.41	x	x
point	n	d002.s003.t001
.	x	x
<eos>	x	x
frankly	r	x
,	x	x
the	x	x
market	n	d002.s004.t000
be	v	x
very	r	x
calm	a	x
,	x	x
observe	v	x
mace	n	x
blicksilver	n	x
of	x	x
marblehead	n	x
asset	n	x
management	n	x
.	x	x
<eos>	x	x
it	x	x
remain	v	x
within	x	x
a	x	x
narrow_margin	n	d002.s005.t000
;	x	x
trading	n	d002.s005.t001
volume	n	d002.s005.t002
have	v	x
become	v	x
very	r	x
weak	a	x
,	x	x
and	x	x
I	x	x
think	v	x
that	x	x
this	x	x
will	v	x
remain	v	x
the	x	x
case	n	d002.s005.t003
until	x	x
the	x	x
end	n	d002.s005.t004
of	x	x
the	x	x
year	n	d002.s005.t005
.	x	x
<eos>	x	x
the	x	x
trend	n	d002.s006.t000
be	v	x
support	v	x
by	x	x
the	x	x
publication	n	d002.s006.t001
of	x	x
better	a	x
than	x	x
expect	v	x
economic	a	x
indicator	n	d002.s006.t002
,	x	x
which	x	x
``	x	x
have	v	x
contribute	v	x
to	x	x
improve	v	x
market	n	d002.s006.t003
opinion	n	d002.s006.t004
in	x	x
relation	n	d002.s006.t005
to	x	x
the	x	x
