,	x	x
and	x	x
there	x	x
be	v	x
a	x	x
few	a	d000.s047.t002
people	n	d000.s047.t003
<eos>	x	x
``	x	x
all	x	x
right	a	x
``	x	x
,	x	x
he	x	x
concede	v	d000.s048.t000
finally	r	x
,	x	x
``	x	x
if	x	x
you	x	x
must	v	x
know	v	d000.s048.t001
,	x	x
I	x	x
do	v	x
n't	r	x
get_along_with	v	d000.s048.t002
the	x	x
landlord	n	d000.s048.t003
.	x	x
<eos>	x	x
he	x	x
keep	v	d000.s049.t000
ride	v	d000.s049.t001
I	x	x
because	x	x
I	x	x
like	v	d000.s049.t002
to	x	x
listen	v	d000.s049.t003
to	x	x
the	x	x
radio	n	d000.s049.t004
and	x	x
sing	v	d000.s049.t005
while	x	x
I	x	x
be	v	x
take	v	d000.s049.t006
a	x	x
bath	n	d000.s049.t007
.	x	x
<eos>	x	x
he	x	x
say	v	d000.s050.t000
the	x	x
neighbor	n	d000.s050.t001
complain	v	d000.s050.t002
,	x	x
but	x	x
I	x	x
do	v	x
n't	r	x
believe	v	d000.s050.t003
it	x	x
.	x	x
<eos>	x	x
why	r	x
do	v	x
n't	r	x
they	x	x
tell	v	d000.s051.t000
I	x	x
themselves	x	x
if	x	x
it	x	x
bother	v	d000.s051.t001
they	x	x
``	x	x
?	x	x
<eos>	x	x
the	x	x
man	n	d000.s052.t000
close	v	d000.s052.t001
he	x	x
eye	n	d000.s052.t002
and	x	x
nod	v	d000.s052.t003
.	x	x
<eos>	x	x
when	r	x
he	x	x
look	v	d000.s053.t000
up	x	x
again	r	x
,	x	x
he	x	x
seem	v	d000.s053.t001
almost	r	x
content	v	d000.s053.t002
.	x	x
<eos>	x	x
``	x	x
fine	a	d000.s054.t000
.	x	x
<eos>	x	x
give	v	d000.s055.t000
I	x	x
you	x	x
address	n	d000.s055.t001
.	x	x
<eos>	x	x
it	x	x
will	v	x
take	v	d000.s056.t000
a	x	x
little	a	x
time	n	d000.s056.t001
.	x	x
<eos>	x	x
I	x	x
want	v	d000.s057.t000
to	x	x
study	v	d000.s057.t001
you	x	x
landlord	n	d000.s057.t002
's	x	x
habit	n	d000.s057.t003
and	x	x
movement	n	d000.s057.t004
first	r	x
.	x	x
<eos>	x	x
you	x	x
see	v	d000.s058.t000
,	x	x
I	x	x
always	r	x
make	v	d000.s058.t001
it	x	x
look_like	v	d000.s058.t002
like	x	x
a	x	x
accident	n	d000.s058.t003
.	x	x
<eos>	x	x
maybe	r	x
suicide	n	d000.s059.t000
,	x	x
if	x	x
it	x	x
look	v	d000.s059.t001
reasonable	a	d000.s059.t002
.	x	x
<eos>	x	x
in	x	x
that	x	x
way	n	x
there	x	x
'	v	x
no	x	x
trouble	n	d000.s060.t000
for	x	x
the	x	x
customer	n	d000.s060.t001
``	x	x
.	x	x
<eos>	x	x
haney	n	x
's	x	x
eyebrow	n	d000.s061.t000
fly	v	d000.s061.t001
up	x	x
.	x	x
<eos>	x	x
``	x	x
customer	n	d000.s062.t000
``	x	x
?	x	x
<eos>	x	x
pete	n	x
smile	v	d000.s063.t000
modestly	r	x
.	x	x
<eos>	x	x
``	x	x
it	x	x
'	v	x
my	x	x
line_of_work	n	d000.s064.t000
``	x	x
,	x	x
he	x	x
say	v	d000.s064.t001
<eos>	x	x
five	x	x
minute	n	d000.s065.t000
later	r	x
,	x	x
before	x	x
haney	n	x
could	v	x
make	v	d000.s065.t001
he	x	x
break	n	d000.s065.t002
,	x	x
the	x	x
stranger	n	d000.s065.t003
stand_up	v	d000.s065.t004
and	x	x
nod	v	d000.s065.t005
farewell	n	d000.s065.t006
.	x	x
<eos>	x	x
haney	n	x
watch	v	d000.s066.t000
the	x	x
small	a	d000.s066.t001
but	x	x
wiry	a	d000.s066.t002
man	n	d000.s066.t003
slip	n	d000.s066.t004
out	x	x
the	x	x
door	n	d000.s066.t005
quickly	r	x
and	x	x
silently	r	x
,	x	x
and	x	x
feel	v	d000.s066.t006
relieve	v	d000.s066.t007
to	x	x
see	v	d000.s066.t008
that	x	x
nobody	n	x
else	r	x
seem	v	d000.s066.t009
to	x	x
notice	v	d000.s066.t010
he	x	x
departure	n	d000.s066.t011
.	x	x
<eos>	x	x
phil	n	x
decide	v	d000.s067.t000
to	x	x
stay	v	d000.s067.t001
a	x	x
little	r	x
longer	a	x
,	x	x
and	x	x
as	x	x
time	n	d000.s067.t002
pass	v	d000.s067.t003
it	x	x
seem	v	d000.s067.t004
as	x	x
if	x	x
the	x	x
strange	a	d000.s067.t005
little	a	d000.s067.t006
man	n	d000.s067.t007
have	v	x
never	r	x
be	v	x
there	r	x
,	x	x
but	x	x
for	x	x
the	x	x
other	a	d000.s067.t008
glass	n	d000.s067.t009
on	x	x
the	x	x
table	n	d000.s067.t010
.	x	x
<eos>	x	x
some	x	x
time	n	d000.s068.t000
before	x	x
midnight	n	d000.s068.t001
he	x	x
return	v	d000.s068.t002
to	x	x
he	x	x
apartment	n	d000.s068.t003
and	x	x
hit_the_sack	v	d000.s068.t004
,	x	x
put	v	d000.s068.t005
the	x	x
whole	a	d000.s068.t006
incident	n	d000.s068.t007
out	x	x
of	x	x
mind	n	d000.s068.t008
before	x	x
he	x	x
fall_asleep	v	d000.s068.t009
.	x	x
<eos>	x	x
the	x	x
next	a	d000.s069.t000
day	n	d000.s069.t001
,	x	x
sunday	n	x
,	x	x
the	x	x
hangover	n	d000.s069.t002
remind	v	d000.s069.t003
haney	n	x
where	r	x
he	x	x
have	v	x
be	v	x
the	x	x
night	n	d000.s069.t004
before	r	x
.	x	x
<eos>	x	x
the	x	x
hangover	n	d000.s070.t000
in	x	x
turn	n	x
remind	v	d000.s070.t001
he	x	x
of	x	x
he	x	x
conversation	n	d000.s070.t002
with	x	x
the	x	x
weirdy	n	d000.s070.t003
,	x	x
and	x	x
he	x	x
groan	v	d000.s070.t004
.	x	x
<eos>	x	x
he	x	x
go	v	d000.s071.t000
for	x	x
more	a	x
aspirin	n	d000.s071.t001
later	r	x
in	x	x
the	x	x
day	n	d000.s071.t002
,	x	x
and	x	x
pass	v	d000.s071.t003
the	x	x
surly	a	d000.s071.t004
landlord	n	d000.s071.t005
on_the_way	r	d000.s071.t006
--	x	x
he	x	x
be	v	x
still	r	x
alive	a	d000.s071.t007
and	x	x
scowling	a	x
as_usual	r	d000.s071.t008
,	x	x
as	x	x
if	x	x
tenant	n	d000.s071.t009
be	v	x
a	x	x
burden	n	d000.s071.t010
in	x	x
he	x	x
life	n	d000.s071.t011
.	x	x
<eos>	x	x
phil	n	x
shrug	v	d000.s072.t000
and	x	x
ignore	v	d000.s072.t001
he	x	x
.	x	x
<eos>	x	x
he	x	x
go	v	x
back	r	x
to	x	x
work	v	x
monday	n	x
.	x	x
<eos>	x	x
by	x	x
wednesday	n	x
the	x	x
landlord	n	d000.s074.t000
be	v	x
still	r	x
alive	a	d000.s074.t001
.	x	x
<eos>	x	x
of_course	r	d000.s075.t000
on	n	x
thursday	n	x
,	x	x
haney	n	x
mail	v	d000.s075.t001
the	x	x
monthly	a	d000.s075.t002
check	n	d000.s075.t003
for	x	x
separate	a	d000.s075.t004
maintenance	n	d000.s075.t005
to	x	x
he	x	x
wife	n	d000.s075.t006
lolly	n	x
,	x	x
and	x	x
wish	v	d000.s075.t007
the	x	x
stranger	n	d000.s075.t008
could	v	x
do	v	d000.s075.t009
something	n	x
about	x	x
she	x	x
<eos>	x	x
come	v	d000.s076.t000
home	n	d000.s076.t001
from	x	x
work	n	d000.s076.t002
,	x	x
he	x	x
be	v	x
startle	v	d000.s076.t003
to	x	x
see	v	d000.s076.t004
a	x	x
police	n	x
car	n	x
park	v	x
in	x	x
front	n	d000.s076.t005
of	x	x
the	x	x
apartment	n	x
building	n	x
.	x	x
<eos>	x	x
inside	x	x
the	x	x
lobby	n	d000.s077.t000
,	x	x
people	n	d000.s077.t001
be	v	x
stand	v	d000.s077.t002
around	r	x
,	x	x
talk	v	d000.s077.t003
excitedly	r	x
.	x	x
<eos>	x	x
he	x	x
spine	n	d000.s078.t000
crawl	v	d000.s078.t001
with	x	x
a	x	x
foreboding	a	d000.s078.t002
premonition	n	d000.s078.t003
as	x	x
he	x	x
ask	v	d000.s078.t004
one	x	x
of	x	x
he	x	x
fellow	n	d000.s078.t005
tenant	n	d000.s078.t006
what	x	x
have	v	x
happen	v	d000.s078.t007
.	x	x
<eos>	x	x
the	x	x
landlord	n	d000.s079.t000
have	v	x
die	v	d000.s079.t001
.	x	x
<eos>	x	x
late	r	x
that	x	x
afternoon	n	d000.s080.t000
,	x	x
it	x	x
seem	v	d000.s080.t001
,	x	x
he	x	x
have	v	x
fall	v	d000.s080.t002
off	x	x
the	x	x
roof	n	d000.s080.t003
while	x	x
on	x	x
some	x	x
obscure	a	d000.s080.t004
errand	n	d000.s080.t005
or	x	x
inspection	n	d000.s080.t006
.	x	x
<eos>	x	x
he	x	x
have	v	x
apparently	r	x
be	v	x
alone	r	x
.	x	x
<eos>	x	x
nobody	n	d000.s082.t000
witness	v	d000.s082.t001
the	x	x
fall	n	d000.s082.t002
--	x	x
just	r	x
the	x	x
sickening	a	d000.s082.t003
impact	n	d000.s082.t004
when	r	x
he	x	x
body	n	d000.s082.t005
smash	v	d000.s082.t006
on	x	x
the	x	x
pavement	n	d000.s082.t007
just	r	x
outside	x	x
the	x	x
basement	n	d000.s082.t008
delivery	n	d000.s082.t009
entrance	n	d000.s082.t010
.	x	x
<eos>	x	x
haney	n	x
hope	v	d000.s083.t000
that	x	x
nobody	n	d000.s083.t001
notice	v	d000.s083.t002
he	x	x
sudden	a	d000.s083.t003
pallor	n	d000.s083.t004
,	x	x
as	x	x
he	x	x
feel	v	d000.s083.t005
the	x	x
blood	n	d000.s083.t006
drain	v	d000.s083.t007
from	x	x
he	x	x
cheek	n	d000.s083.t008
.	x	x
<eos>	x	x
he	x	x
mutter	v	d000.s084.t000
something	n	x
about	x	x
how	r	x
terrible	a	d000.s084.t001
it	x	x
be	v	x
,	x	x
and	x	x
walk	v	d000.s084.t002
with	x	x
deliberate	a	d000.s084.t003
slowness	n	d000.s084.t004
to	x	x
the	x	x
elevator	n	d000.s084.t005
.	x	x
<eos>	x	x
once	r	x
inside	x	x
he	x	x
apartment	n	d000.s085.t000
,	x	x
he	x	x
pour	v	d000.s085.t001
a	x	x
drink	n	d000.s085.t002
with	x	x
tremble	v	d000.s085.t003
hand	n	d000.s085.t004
and	x	x
flop	v	d000.s085.t005
limply	r	x
in	x	x
a	x	x
chair	n	d000.s085.t006
.	x	x
<eos>	x	x
after	x	x
a	x	x
while	n	d000.s086.t000
he	x	x
begin	v	d000.s086.t001
to	x	x
feel	v	d000.s086.t002
better	r	x
about	x	x
it	x	x
,	x	x
especially	r	x
when	r	x
no	x	x
one	n	x
bother	v	d000.s086.t003
to	x	x
ask	v	d000.s086.t004
any	x	x
question	n	d000.s086.t005
.	x	x
<eos>	x	x
but	x	x
after	x	x
all	x	x
,	x	x
why	r	x
should	v	x
they	x	x
?	x	x
<eos>	x	x
still	r	x
later	r	x
,	x	x
he	x	x
finally	r	x
convince	v	d000.s088.t000
himself	x	x
that	x	x
it	x	x
be	v	x
a	x	x
accident	n	d000.s088.t001
--	x	x
just	r	x
a	x	x
coincidence	n	d000.s088.t002
.	x	x
<eos>	x	x
the	x	x
stranger	n	d000.s089.t000
really	r	x
have	v	d000.s089.t001
nothing	n	d000.s089.t002
to	x	x
do	v	d000.s089.t003
with	x	x
it	x	x
,	x	x
of	x	x
course	n	x
<eos>	x	x
haney	n	x
go_to_bed	v	d000.s090.t000
,	x	x
happy	a	d000.s090.t001
that	x	x
at	x	x
least	a	x
he	x	x
be	v	x
rid	a	x
of	x	x
that	x	x
lousy	a	d000.s090.t002
landlord	n	d000.s090.t003
.	x	x
<eos>	x	x
after	x	x
all	x	x
,	x	x
the	x	x
man	n	d000.s091.t000
have	v	d000.s091.t001
no	x	x
family	n	d000.s091.t002
,	x	x
so	x	x
no	x	x
one	n	x
suffer	v	d000.s091.t003
,	x	x
and	x	x
everybody	n	x
be	v	x
better	a	x
off	x	x
for	x	x
it	x	x
.	x	x
<eos>	x	x
really	r	x
,	x	x
he	x	x
say	v	d000.s092.t000
to	x	x
himself	x	x
,	x	x
nobody	n	x
kill	v	d000.s092.t001
a	x	x
man	n	d000.s092.t002
just	r	x
as	x	x
a	x	x
favor	n	d000.s092.t003
!	x	x
!	x	x
<eos>	x	x
so	r	x
you	x	x
think	v	d000.s093.t000
I	x	x
do	v	x
n't	r	x
mean	v	d000.s093.t001
what	x	x
I	x	x
say	v	d000.s093.t002
.	x	x
<eos>	x	x
the	x	x
stranger	n	d000.s094.t000
's	x	x
eye	n	d000.s094.t001
be	v	x
large	a	d000.s094.t002
and	x	x
sad	a	d000.s094.t003
,	x	x
as	x	x
if	x	x
phil	n	x
haney	n	x
have	v	x
hurt	v	d000.s094.t004
he	x	x
feeling	n	d000.s094.t005
.	x	x
<eos>	x	x
it	x	x
be	v	x
like	x	x
a	x	x
recurrent	a	d000.s095.t000
,	x	x
annoying	a	d000.s095.t001
dream	n	d000.s095.t002
,	x	x
but	x	x
now	r	x
the	x	x
dream	n	d000.s095.t003
be	v	x
begin	v	d000.s095.t004
to	x	x
take	v	x
on	x	x
overtone	n	d000.s095.t005
of	x	x
a	x	x
nightmare	n	d000.s095.t006
.	x	x
<eos>	x	x
however	r	x
,	x	x
haney	n	x
know	v	d000.s096.t000
it	x	x
be	v	x
not	r	x
a	x	x
dream	n	d000.s096.t001
.	x	x
<eos>	x	x
he	x	x
might	v	x
be	v	x
very	r	x
tight	a	d000.s097.t000
,	x	x
but	x	x
he	x	x
know	v	d000.s097.t001
where	r	x
he	x	x
be	v	x
.	x	x
<eos>	x	x
it	x	x
be	v	x
the	x	x
same	a	d000.s098.t000
bar	n	d000.s098.t001
,	x	x
and	x	x
it	x	x
be	v	x
two	x	x
week	n	d000.s098.t002
later	r	x
--	x	x
saturday	n	x
night	n	d000.s098.t003
,	x	x
when	r	x
he	x	x
have	v	d000.s098.t004
a	x	x
excuse	n	d000.s098.t005
to	x	x
drink	v	d000.s098.t006
heavier	a	x
than	x	x
usual	a	d000.s098.t007
.	x	x
<eos>	x	x
he	x	x
have	v	x
be	v	x
sit	v	d000.s099.t000
in	x	x
the	x	x
usual	a	d000.s099.t001
corner	n	d000.s099.t002
at	x	x
the	x	x
little	a	d000.s099.t003
table	n	d000.s099.t004
,	x	x
as_far_as_possible	r	d000.s099.t005
