pamelum	n	x
j.	n	x
fischer	n	x
m.d.	n	x
department	n	x
of	x	x
psychiatry	n	x
john	n	x
hopkin	n	x
university	n	x
school	n	x
of	x	x
medicine	n	x
baltimore	n	x
<eos>	x	x
a	x	x
study	n	d000.s014.t000
by	x	x
tulane	n	x
prof.	n	x
jame	n	x
wright	n	x
say	v	d000.s014.t001
homelessness	n	x
be	v	x
due	a	x
to	x	x
a	x	x
complex	a	x
array	n	x
of	x	x
problem	n	x
,	x	x
with	x	x
the	x	x
common	a	x
thread	n	x
of	x	x
poverty	n	x
.	x	x
<eos>	x	x
the	x	x
study	n	d000.s015.t000
show	v	d000.s015.t001
that	x	x
nearly	r	x
40	x	x
%	x	x
of	x	x
the	x	x
homeless	a	x
population	n	x
be	v	x
make_up	v	d000.s015.t002
of	x	x
woman	n	x
and	x	x
child	n	x
and	x	x
that	x	x
only	r	x
25	x	x
%	x	x
of	x	x
the	x	x
homeless	n	x
exhibit	v	d000.s015.t003
some	x	x
combination	n	d000.s015.t004
of	x	x
drug	n	x
,	x	x
alcohol	n	x
and	x	x
mental	a	x
problem	n	x
.	x	x
<eos>	x	x
accord	v	x
to	x	x
dr.	n	x
wright	n	x
,	x	x
homelessness	n	x
be	v	x
``	x	x
simultaneously	r	x
a	x	x
housing	n	x
problem	n	d000.s016.t000
,	x	x
a	x	x
employment	n	x
problem	n	x
,	x	x
a	x	x
demographic	a	x
problem	n	x
,	x	x
a	x	x
problem	n	x
of	x	x
social	a	x
disaffiliation	n	x
,	x	x
a	x	x
mental	a	x
health	n	x
problem	n	x
,	x	x
a	x	x
family	n	x
violence	n	x
problem	n	x
,	x	x
a	x	x
problem	n	x
create	v	d000.s016.t001
by	x	x
the	x	x
cutback	n	x
in	x	x
social	a	x
welfare	n	x
spending	n	x
,	x	x
a	x	x
problem	n	x
result	v	d000.s016.t002
from	x	x
the	x	x
decay	n	x
of	x	x
the	x	x
traditional	a	x
nuclear	a	x
family	n	x
,	x	x
and	x	x
a	x	x
problem	n	x
intimately	r	x
connect	v	d000.s016.t003
to	x	x
the	x	x
recent	a	x
increase	n	x
in	x	x
the	x	x
number	n	x
of	x	x
person	n	d000.s016.t004
live	v	d000.s016.t005
below	x	x
the	x	x
poverty	n	x
level	n	x
.	x	x
``	x	x
<eos>	x	x
leighton	n	x
e.	n	x
cluff	n	x
m.d.	n	x
president	n	x
robert	n	x
wood	n	x
johnson	n	x
foundation	n	x
princeton	n	x
,	x	x
n.j	n	x
.	x	x
<eos>	x	x
to	x	x
quote	v	d000.s018.t000
the	x	x
highly	r	x
regarded	a	x
director	n	d000.s018.t001
of	x	x
a	x	x
privately	r	x
fund	v	x
drop-in	a	x
center	n	d000.s018.t002
for	x	x
the	x	x
homeless	n	x
in	x	x
new	n	x
york	n	x
:	x	x
``	x	x
if	x	x
you	x	x
be	v	x
homeless	a	x
,	x	x
you	x	x
do	v	x
n't	r	x
sleep	v	d000.s018.t003
for	x	x
fear	n	x
of	x	x
be	v	x
rob	v	d000.s018.t004
or	x	x
murder	v	x
.	x	x
<eos>	x	x
after	x	x
you	x	x
first	a	x
three	x	x
week	n	x
of	x	x
sleep	n	x
deprivation	n	x
,	x	x
you	x	x
be	v	x
scarcely	r	x
in	x	x
touch	n	x
with	x	x
reality	n	x
any	x	x
more	a	x
;	x	x
without	x	x
psychiatric	a	x
treatment	n	x
,	x	x
you	x	x
may	v	x
well	r	x
be	v	x
unable	a	x
to	x	x
fend	v	d000.s019.t000
for	x	x
yourself	x	x
ever	r	x
again	r	x
.	x	x
``	x	x
<eos>	x	x
some	x	x
of	x	x
the	x	x
homeless	n	x
,	x	x
obviously	r	x
,	x	x
have	v	d000.s020.t000
pre-existing	a	x
mental	a	x
illness	n	x
or	x	x
addiction	n	d000.s020.t001
.	x	x
<eos>	x	x
but	x	x
many	a	x
other	n	x
have	v	x
fall	v	d000.s021.t000
through	x	x
crack	n	x
in	x	x
the	x	x
economy	n	x
into	x	x
the	x	x
grim	a	x
,	x	x
brutal	a	x
world	n	x
of	x	x
we	x	x
city	n	x
street	n	x
.	x	x
<eos>	x	x
once	r	x
there	r	x
,	x	x
what	x	x
way	n	x
of	x	x
escape	n	x
be	v	x
open	a	x
to	x	x
they	x	x
other	a	x
than	x	x
drink	n	x
,	x	x
drug	n	x
or	x	x
insanity	n	x
?	x	x
<eos>	x	x
maxwell	n	x
r.d.	n	x
vo	n	x
brooklyn	n	x
,	x	x
n.y	n	x
.	x	x
<eos>	x	x
you	x	x
dismiss	v	d000.s024.t000
as	x	x
``	x	x
sentimental	a	x
``	x	x
the	x	x
view	n	d000.s024.t001
that	x	x
the	x	x
reduction	n	d000.s024.t002
of	x	x
federal	a	x
housing-assistance	a	x
program	n	x
by	x	x
77	x	x
%	x	x
might	v	x
have	v	x
play	v	d000.s024.t003
a	x	x
significant	a	x
role	n	d000.s024.t004
in	x	x
the	x	x
increase	v	x
number	n	d000.s024.t005
of	x	x
man	n	x
and	x	x
woman	n	d000.s024.t006
sleep	v	x
on	x	x
we	x	x
city	n	x
street	n	x
during	x	x
the	x	x
reagan-bush	a	x
year	n	x
.	x	x
<eos>	x	x
there	x	x
be	v	x
no	x	x
sign	n	x
that	x	x
you	x	x
bother	v	d000.s025.t000
to	x	x
consider	v	d000.s025.t001
the	x	x
inverse	n	x
of	x	x
you	x	x
logic	n	x
:	x	x
namely	r	x
,	x	x
that	x	x
mental	a	x
illness	n	x
and	x	x
substance	n	x
abuse	n	x
might	v	x
be	v	x
to	x	x
some	x	x
degree	n	x
consequence	n	x
rather	r	x
than	x	x
cause	n	x
of	x	x
homelessness	n	x
.	x	x
<eos>	x	x
you	x	x
research	n	d000.s026.t000
stop	v	d000.s026.t001
when	r	x
a	x	x
convenient	a	x
assertion	n	d000.s026.t002
could	v	x
be	v	x
make	v	d000.s026.t003
.	x	x
<eos>	x	x
robert	n	x
s.	n	x
jenkin	n	x
cambridge	n	x
,	x	x
mass	n	x
.	x	x
<eos>	x	x
of	x	x
the	x	x
approximately	r	x
200	x	x
sponsor	n	x
of	x	x
the	x	x
recent	a	x
march	n	d000.s028.t000
in	x	x
washington	n	x
for	x	x
the	x	x
homeless	n	x
,	x	x
you	x	x
choose	v	d000.s028.t001
to	x	x
cite	v	d000.s028.t002
such	a	x
group	n	d000.s028.t003
as	x	x
the	x	x
national	n	x
association	n	x
of	x	x
home	n	x
builder	n	x
and	x	x
the	x	x
international	n	x
union	n	x
of	x	x
bricklayer	n	x
and	x	x
allied	n	x
craftsman	n	x
,	x	x
insinuate	v	d000.s028.t004
that	x	x
the	x	x
march	n	x
get	v	d000.s028.t005
its	x	x
major	a	x
support	n	d000.s028.t006
from	x	x
self-serving	a	x
group	n	x
that	x	x
``	x	x
know	v	d000.s028.t007
a	x	x
good	a	x
thing	n	d000.s028.t008
when	r	x
they	x	x
see	v	d000.s028.t009
it	x	x
,	x	x
``	x	x
and	x	x
that	x	x
the	x	x
crusade	n	d000.s028.t010
be	v	x
base	v	d000.s028.t011
on	x	x
greed	n	x
or	x	x
the	x	x
profit	n	x
motive	n	x
.	x	x
<eos>	x	x
but	x	x
be	v	x
n't	r	x
the	x	x
desire	n	x
for	x	x
profit	n	x
the	x	x
drive	v	x
force	n	d000.s029.t000
behind	x	x
those	x	x
who	x	x
subscribe	v	d000.s029.t001
to	x	x
,	x	x
and	x	x
advertise	v	d000.s029.t002
in	x	x
,	x	x
you	x	x
paper	n	x
?	x	x
<eos>	x	x
why	r	x
do	v	x
n't	r	x
you	x	x
mention	v	d000.s030.t000
the	x	x
ymca	n	x
or	x	x
the	x	x
ywca	n	x
or	x	x
catholic	n	x
charity	n	x
usa	n	x
or	x	x
a	x	x
hundred	x	x
other	a	x
nonprofit	a	x
organization	n	d000.s030.t001
that	x	x
participate	v	d000.s030.t002
in	x	x
the	x	x
march	n	x
?	x	x
<eos>	x	x
as	x	x
for	x	x
the	x	x
finding	n	x
on	x	x
the	x	x
203	x	x
baltimore	n	x
homeless	n	d000.s031.t000
who	x	x
undergo	v	d000.s031.t001
psychiatric	a	x
examination	n	d000.s031.t002
,	x	x
I	x	x
suggest	v	d000.s031.t003
you	x	x
conduct	v	d000.s031.t004
you	x	x
own	a	x
survey	n	d000.s031.t005
.	x	x
<eos>	x	x
choose	v	d000.s032.t000
203	x	x
business	n	x
executive	n	d000.s032.t001
,	x	x
include	v	d000.s032.t002
,	x	x
perhaps	r	x
,	x	x
someone	n	x
from	x	x
you	x	x
own	a	x
staff	n	x
,	x	x
and	x	x
put	v	d000.s032.t003
they	x	x
out	x	x
on	x	x
the	x	x
street	n	x
,	x	x
to	x	x
be	v	x
deprive	v	d000.s032.t004
for	x	x
one	x	x
month	n	x
of	x	x
they	x	x
home	n	x
,	x	x
family	n	x
and	x	x
income	n	x
.	x	x
<eos>	x	x
I	x	x
would	v	x
predict	v	d000.s033.t000
that	x	x
within	x	x
a	x	x
short	a	x
time	n	x
most	a	x
of	x	x
they	x	x
would	v	x
find	v	d000.s033.t001
thunderbird	n	x
a	x	x
satisfactory	a	x
substitute	n	x
for	x	x
chiva	n	x
regal	n	x
and	x	x
that	x	x
they	x	x
``	x	x
normal	a	x
``	x	x
phobia	n	x
,	x	x
anxiety	n	x
,	x	x
depression	n	x
and	x	x
substance	n	x
abuse	n	x
would	v	x
increase	v	d000.s033.t002
dramatically	r	x
.	x	x
<eos>	x	x
ruth	n	x
k.	n	x
nelson	n	x
cullowhee	n	x
,	x	x
n.c	n	x
.	x	x
<eos>	x	x
``	x	x
feeding	n	x
frenzy	n	x
``	x	x
(	x	x
henry	n	x
holt	n	x
,	x	x
326	x	x
page	n	x
,	x	x
$	x	x
19.95	x	x
)	x	x
,	x	x
a	x	x
highly	r	x
detailed	a	x
account	n	d001.s000.t000
of	x	x
the	x	x
wedtech	n	x
scandal	n	x
,	x	x
begin	v	d001.s000.t001
on	x	x
a	x	x
reassuring	a	x
note	n	x
.	x	x
<eos>	x	x
right	r	x
up	x	x
front	n	x
in	x	x
the	x	x
preface	n	x
,	x	x
co-author	n	x
william	n	x
sternberg	n	x
give	v	d001.s001.t000
we	x	x
a	x	x
example	n	d001.s001.t001
of	x	x
he	x	x
own	a	x
integrity	n	x
.	x	x
<eos>	x	x
when	r	x
offer	v	d001.s002.t000
a	x	x
free	a	x
trip	n	d001.s002.t001
from	x	x
the	x	x
bronx	n	x
,	x	x
wedtech	n	x
's	x	x
home	n	x
,	x	x
to	x	x
washington	n	x
,	x	x
d.c.	n	x
,	x	x
by	x	x
one	x	x
of	x	x
wedtech	n	x
's	x	x
principal	n	x
,	x	x
he	x	x
tell	v	d001.s002.t002
the	x	x
reader	n	d001.s002.t003
,	x	x
``	x	x
mindful	a	x
of	x	x
accept	v	d001.s002.t004
anything	n	x
of	x	x
value	n	x
from	x	x
those	x	x
I	x	x
be	v	x
write_about	v	d001.s002.t005
,	x	x
I	x	x
decline	v	d001.s002.t006
.	x	x
``	x	x
<eos>	x	x
any	x	x
question	n	d001.s003.t000
as	x	x
to	x	x
why	r	x
a	x	x
author	n	d001.s003.t001
would	v	x
believe	v	d001.s003.t002
this	x	x
plaintive	a	x
,	x	x
high-minded	a	x
note	n	x
of	x	x
assurance	n	x
be	v	x
necessary	a	x
be	v	x
answer	v	d001.s003.t003
by	x	x
read	v	d001.s003.t004
this	x	x
book	n	d001.s003.t005
about	x	x
sticky	a	x
finger	n	x
and	x	x
sweaty	a	x
scammer	n	x
.	x	x
<eos>	x	x
bribe	n	x
by	x	x
bribe	n	x
,	x	x
mr.	n	x
sternberg	n	x
and	x	x
he	x	x
co-author	n	x
,	x	x
matthew	n	x
c.	n	x
harrison	n	x
jr.	n	x
,	x	x
lead	v	d001.s004.t000
we	x	x
along	x	x
the	x	x
path	n	d001.s004.t001
wedtech	n	x
travel	v	d001.s004.t002
,	x	x
from	x	x
its	x	x
inception	n	x
as	x	x
a	x	x
small	a	x
manufacturing	n	x
company	n	d001.s004.t003
to	x	x
the	x	x
status	n	x
of	x	x
full-fledged	a	x
defense	n	x
contractor	n	d001.s004.t004
,	x	x
entrust	v	d001.s004.t005
with	x	x
the	x	x
task	n	x
of	x	x
produce	v	d001.s004.t006
vital	a	x
equipment	n	x
for	x	x
the	x	x
army	n	x
and	x	x
navy	n	x
.	x	x
<eos>	x	x
the	x	x
book	n	d001.s005.t000
revolve_around	v	d001.s005.t001
john	n	x
mariotta	n	x
,	x	x
the	x	x
founder	n	x
of	x	x
the	x	x
company	n	x
,	x	x
and	x	x
fred	n	x
neuberger	n	x
,	x	x
who	x	x
become	v	d001.s005.t002
he	x	x
partner	n	d001.s005.t003
soon	r	x
after	x	x
wedtech	n	x
's	x	x
creation	n	x
.	x	x
<eos>	x	x
although	x	x
start	v	d001.s006.t000
in	x	x
1965	x	x
,	x	x
wedtech	n	x
do	v	x
n't	r	x
really	r	x
get	v	d001.s006.t001
roll	v	d001.s006.t002
until	x	x
1975	x	x
,	x	x
when	r	x
mr.	n	x
neuberger	n	x
discover	v	d001.s006.t003
the	x	x
federal	a	x
government	n	x
's	x	x
section	n	x
8	x	x
a	n	x
minority	n	x
business	n	x
programme	n	d001.s006.t004
.	x	x
<eos>	x	x
this	x	x
be	v	x
a	x	x
johnson-era	n	x
,	x	x
great	n	x
society	n	x
creation	n	d001.s007.t000
that	x	x
mandate	v	d001.s007.t001
certain	a	x
government	n	x
contract	n	d001.s007.t002
be	v	x
award	v	d001.s007.t003
noncompetitively	r	x
to	x	x
minority	n	x
business	n	x
.	x	x
<eos>	x	x
mr.	n	x
neuberger	n	x
realize	v	d001.s008.t000
that	x	x
,	x	x
although	x	x
of	x	x
italian	a	x
ancestry	n	x
,	x	x
mr.	n	x
mariotta	n	x
still	r	x
could	v	x
qualify	v	d001.s008.t001
as	x	x
a	x	x
minority	n	x
person	n	x
since	x	x
he	x	x
be	v	x
bear	v	x
in	x	x
puerto	n	x
rico	n	x
.	x	x
<eos>	x	x
the	x	x
two	x	x
partner	n	d001.s009.t000
merely	r	x
have	v	d001.s009.t001
to	x	x
falsify	v	d001.s009.t002
the	x	x
true	a	x
ownership	n	d001.s009.t003
of	x	x
the	x	x
corporation	n	x
.	x	x
<eos>	x	x
instead	r	x
of	x	x
50/50	x	x
it	x	x
become	v	d001.s010.t000
,	x	x
on	x	x
paper	n	x
only	r	x
,	x	x
two-thirds	a	x
mariotta	n	x
,	x	x
one-third	a	x
neuberger	n	x
,	x	x
and	x	x
they	x	x
be	v	x
in	x	x
the	x	x
program	n	x
and	x	x
off	x	x
to	x	x
the	x	x
race	n	x
.	x	x
<eos>	x	x
besides	x	x
be	v	x
a	x	x
``	x	x
minority-owned	a	x
company	n	x
``	x	x
wedtech	n	x
be	v	x
locate	v	d001.s011.t000
in	x	x
the	x	x
south	n	x
bronx	n	x
,	x	x
a	x	x
blighted	a	x
area	n	d001.s011.t001
,	x	x
make	v	d001.s011.t002
famous	a	x
by	x	x
jimmy	n	x
carter	n	x
in	x	x
he	x	x
1976	x	x
presidential	a	x
campaign	n	x
.	x	x
<eos>	x	x
the	x	x
company	n	d001.s012.t000
plug	v	x
itself	x	x
right	r	x
into	x	x
carter	n	x
campaign	n	x
rhetoric	n	x
about	x	x
rebuild	v	d001.s012.t001
the	x	x
south	n	x
bronx	n	x
and	x	x
keep	v	d001.s012.t002
use	v	d001.s012.t003
the	x	x
minority	n	x
--	x	x
south	n	x
bronx	n	x
angle	n	d001.s012.t004
through	x	x
the	x	x
reagan	n	x
'80	x	x
.	x	x
<eos>	x	x
start	v	d001.s013.t000
with	x	x
congressman	n	x
mario	n	x
biaggus	n	x
now	r	x
serve	v	d001.s013.t001
a	x	x
jail	n	x
sentence	n	d001.s013.t002
,	x	x
the	x	x
company	n	d001.s013.t003
begin	v	d001.s013.t004
a	x	x
career	n	d001.s013.t005
of	x	x
bribe	v	d001.s013.t006
federal	a	x
,	x	x
state	n	x
and	x	x
local	a	x
public	a	x
official	n	d001.s013.t007
and	x	x
those	x	x
close	a	x
to	x	x
public	a	x
official	n	x
,	x	x
right	r	x
up	x	x
to	x	x
and	x	x
include	v	d001.s013.t008
e.	n	x
robert	n	x
wallach	n	x
,	x	x
close	a	x
friend	n	x
and	x	x
adviser	n	x
to	x	x
former	a	x
attorney	n	x
general	n	x
ed	n	x
meese	n	x
.	x	x
<eos>	x	x
wedtech	n	x
do	v	x
n't	r	x
just	r	x
use	v	d001.s014.t000
old	a	x
fashion	v	x
bribery	n	x
.	x	x
<eos>	x	x
it	x	x
make	v	d001.s015.t000
ample	a	x
use	n	d001.s015.t001
of	x	x
the	x	x
modern	a	x
technique	n	x
of	x	x
influence	n	x
peddling	n	x
,	x	x
retain	v	d001.s015.t002
politically	r	x
connect	v	x
``	x	x
respectable	a	x
``	x	x
law	n	x
firm	n	x
,	x	x
investment	n	x
banker	n	x
and	x	x
political	a	x
consultant	n	x
,	x	x
include	v	d001.s015.t003
reagan	n	x
confidant	n	x
lyn	n	x
nofzinger	n	x
.	x	x
<eos>	x	x
when	r	x
necessary	a	x
,	x	x
it	x	x
seek	v	d001.s016.t000
and	x	x
receive	v	d001.s016.t001
assistance	n	d001.s016.t002
from	x	x
organize	v	x
crime	n	x
.	x	x
<eos>	x	x
sometimes	r	x
the	x	x
bribe	v	x
become	v	d001.s017.t000
partner	n	d001.s017.t001
in	x	x
the	x	x
company	n	x
.	x	x
<eos>	x	x
wedtech	n	x
management	n	d001.s018.t000
use	v	d001.s018.t001
the	x	x
merit	n	x
system	n	d001.s018.t002
.	x	x
<eos>	x	x
if	x	x
you	x	x
be	v	x
especially	r	x
helpful	a	x
in	x	x
a	x	x
corrupt	a	x
scheme	n	x
you	x	x
receive	v	d001.s019.t000
not	r	x
just	r	x
cash	n	x
in	x	x
a	x	x
bag	n	x
,	x	x
but	x	x
equity	n	d001.s019.t001
.	x	x
<eos>	x	x
if	x	x
you	x	x
be	v	x
not	r	x
a	x	x
effective	a	x
crook	n	x
,	x	x
you	x	x
find	v	d001.s020.t000
yourself	x	x
out	x	x
in	x	x
the	x	x
cold	n	x
,	x	x
a	x	x
fate	n	d001.s020.t001
that	x	x
eventually	r	x
befall	v	d001.s020.t002
mr.	n	x
mariotta	n	x
,	x	x
the	x	x
firm	n	x
's	x	x
semiliterate	a	x
``	x	x
minority	n	x
``	x	x
person	n	d001.s020.t003
.	x	x
<eos>	x	x
but	x	x
despite	x	x
the	x	x
sensational	a	x
nature	n	x
of	x	x
the	x	x
revelation	n	x
and	x	x
the	x	x
breezy	a	x
,	x	x
easy-to-read	a	x
tabloid	a	x
writing	n	x
style	n	x
,	x	x
``	x	x
feeding	n	x
frenzy	n	x
``	x	x
often	r	x
fall_short	v	d001.s021.t000
of	x	x
grip	v	x
reading	n	x
.	x	x
<eos>	x	x
none	n	x
of	x	x
the	x	x
scam	n	x
show	v	d001.s022.t000
much	a	x
ingenuity	n	d001.s022.t001
:	x	x
auditor	n	x
find	v	d001.s022.t002
crookery	n	x
the	x	x
first	a	x
day	n	x
on	x	x
the	x	x
job	n	x
.	x	x
<eos>	x	x
wedtech	n	x
's	x	x
scammer	n	x
simply	r	x
bribe	v	d001.s023.t000
they	x	x
to	x	x
shut_up	v	d001.s023.t001
.	x	x
<eos>	x	x
the	x	x
scammer	n	x
themselves	x	x
be	v	x
garden-variety	n	x
low	a	x
life	n	x
,	x	x
conspicuous	a	x
consumer	n	x
who	x	x
want	v	d001.s024.t000
big	a	x
house	n	x
,	x	x
mercedes	n	x
car	n	x
,	x	x
beautiful	a	x
woman	n	x
,	x	x
expensive	a	x
clothes	n	d001.s024.t001
.	x	x
<eos>	x	x
among	x	x
the	x	x
lot	n	x
of	x	x
they	x	x
,	x	x
not	r	x
one	x	x
be	v	x
wrestle	v	d001.s025.t000
with	x	x
good	a	x
and	x	x
evil	a	x
,	x	x
or	x	x
especially	r	x
intelligent	a	x
or	x	x
even	r	x
temporarily	r	x
insane	a	x
.	x	x
<eos>	x	x
the	x	x
one	x	x
character	n	x
at	x	x
least	a	x
somewhat	r	x
interesting	a	x
be	v	x
irving	n	x
loui	n	x
lobsenz	n	x
,	x	x
a	x	x
pediatrician	n	x
who	x	x
change	v	d001.s026.t000
he	x	x
name	n	d001.s026.t001
to	x	x
rusty	n	x
kent	n	x
london	n	x
and	x	x
become	v	d001.s026.t002
a	x	x
master	n	x
gambler	n	x
and	x	x
author	n	d001.s026.t003
of	x	x
a	x	x
book	n	x
on	x	x
blackjack	n	x
.	x	x
<eos>	x	x
he	x	x
enter	v	d001.s027.t000
the	x	x
story	n	x
toward	x	x
the	x	x
end	n	x
,	x	x
just	r	x
in	x	x
time	n	x
to	x	x
get	v	d001.s027.t001
arrest	v	d001.s027.t002
.	x	x
<eos>	x	x
absorb	v	d001.s028.t000
in	x	x
dole	v	x
out	x	x
``	x	x
feeding	n	x
frenzy	n	x
's	x	x
``	x	x
tidbit	n	x
,	x	x
the	x	x
author	n	d001.s028.t001
gloss_over	v	d001.s028.t002
the	x	x
root	n	x
cause	n	x
of	x	x
wedtech	n	x
,	x	x
namely	r	x
the	x	x
section	n	x
8	x	x
a	x	x
federal	a	x
program	n	d001.s028.t003
under	x	x
whose	x	x
auspices	n	x
the	x	x
scandal	n	d001.s028.t004
take_place	v	d001.s028.t005
.	x	x
<eos>	x	x
they	x	x
do	v	x
at	x	x
least	a	x
come_around	v	d001.s029.t000
to	x	x
say	v	d001.s029.t001
that	x	x
the	x	x
court	n	d001.s029.t002
might	v	x
want	v	d001.s029.t003
to	x	x
end	v	d001.s029.t004
``	x	x
rigid	a	x
affirmative	a	x
action	n	x
program	n	d001.s029.t005
.	x	x
``	x	x
<eos>	x	x
program	n	x
like	x	x
section	n	x
8	x	x
a	n	x
be	v	x
a	x	x
little	a	x
like	x	x
leave	v	d001.s030.t000
gold	n	d001.s030.t001
in	x	x
the	x	x
street	n	x
and	x	x
then	r	x
express	v	d001.s030.t002
surprise	n	d001.s030.t003
when	r	x
thief	n	x
walk	v	d001.s030.t004
by	x	x
to	x	x
scoop	v	d001.s030.t005
it	x	x
up	x	x
.	x	x
<eos>	x	x
numerous	a	x
other	a	x
scandal	n	x
,	x	x
among	x	x
they	x	x
the	x	x
one	n	d001.s031.t000
at	x	x
hud	n	x
,	x	x
have	v	d001.s031.t001
the	x	x
same	a	x
characteristic	n	d001.s031.t002
as	x	x
wedtech	n	x
.	x	x
<eos>	x	x
they	x	x
take_place	v	d001.s032.t000
in	x	x
government	n	x
program	n	d001.s032.t001
that	x	x
seem	v	d001.s032.t002
tailor-made	a	x
for	x	x
corruption	n	x
.	x	x
<eos>	x	x
why	r	x
be	v	x
program	n	d001.s033.t000
like	x	x
